0.347658,0.3699867,0.41109574
0.35289028,0.36457163,0.39525992
0.3870625,0.3599592,0.4311602
0.37214643,0.3360234,0.4123078
0.39284328,0.3137849,0.44221258
0.37215424,0.3339854,0.42640167
0.36060333,0.35569626,0.40415025
0.34451526,0.3599334,0.41997832
0.3385895,0.31533712,0.44200677
0.36524284,0.36014283,0.4092331
0.3380689,0.36288202,0.43575764
0.37917364,0.3262645,0.41815093
0.34723395,0.35442358,0.41582447
0.34602678,0.36990678,0.38826203
0.3696102,0.35982573,0.41435325
0.38003105,0.31794986,0.44022855
0.3508693,0.3594675,0.41436183
0.37298828,0.31451052,0.4252268
0.34754986,0.3635322,0.40822172
0.33787888,0.36295438,0.43563607
0.38477707,0.3622018,0.43459877
0.37865278,0.37397078,0.42214942
0.34794167,0.36084613,0.40572405
0.3577792,0.36024207,0.40858036
0.37427455,0.36272067,0.42455095
0.3849551,0.36492366,0.4085945
0.33733717,0.3663569,0.44224626
0.3564496,0.32297063,0.42650688
0.34018373,0.37595278,0.42496616
0.37513506,0.34862489,0.3998
0.37989122,0.3444916,0.42435223
0.35527432,0.3490325,0.42408186
0.36318848,0.31457913,0.42307603
0.34068573,0.35405982,0.43679154
0.38283318,0.34389818,0.42763957
0.38322747,0.32164907,0.43899596
0.36902273,0.36778158,0.4079182
0.38611618,0.36204356,0.40995443
0.36583102,0.32958993,0.42873985
0.36618096,0.33604965,0.41187823
0.38066188,0.33491227,0.4050405
0.37959248,0.36342698,0.43067664
0.34038585,0.3537587,0.43021643
0.3369433,0.35876036,0.44121152
0.36900848,0.31412056,0.40969425
0.36291552,0.3375709,0.43213165
0.37115774,0.36321324,0.40745193
0.33732724,0.36599898,0.4361323
0.38718176,0.352834,0.4090202
0.34266466,0.36219546,0.4252414
0.38644695,0.3227477,0.41832206
0.35038757,0.3591007,0.43801177
0.36351407,0.31409886,0.41931126
0.37174803,0.32076234,0.4280395
0.3592806,0.36006844,0.4227842
0.38876027,0.3129527,0.42854562
0.35839435,0.34429914,0.4168992
0.3658811,0.3492294,0.41276646
0.373654,0.33632684,0.4121604
0.37917686,0.30973163,0.43826878
0.3682069,0.36422288,0.4063046
0.3651536,0.3166362,0.4247457
0.34919477,0.36645526,0.4249399
0.3551274,0.3191401,0.4300068
0.3661363,0.33052725,0.41835916
0.37778345,0.31612343,0.43915367
0.39344737,0.3575201,0.4418219
0.37777913,0.31416088,0.44061917
0.38654628,0.33154368,0.4230891
0.36386713,0.36051154,0.4384355
0.3456295,0.3270896,0.4185645
0.3667006,0.33559072,0.41048557
0.3568247,0.35977584,0.40640116
0.36540198,0.36364675,0.40582532
0.38924646,0.36259302,0.4150344
0.36055505,0.33539972,0.4136902
0.3598584,0.32515574,0.4236423
0.39650297,0.3646409,0.42887276
0.37288886,0.36661345,0.41999817
0.36163715,0.34918427,0.41948992
0.36026776,0.36332202,0.40757912
0.36705682,0.34909168,0.40490735
0.3955052,0.36613637,0.4306333
